val\COCO_val2014_000000000133.jpg	maps\val\COCO_val2014_000000000133.png
val\COCO_val2014_000000476664.jpg	maps\val\COCO_val2014_000000476664.png
val\COCO_val2014_000000476787.jpg	maps\val\COCO_val2014_000000476787.png
val\COCO_val2014_000000476810.jpg	maps\val\COCO_val2014_000000476810.png
val\COCO_val2014_000000476838.jpg	maps\val\COCO_val2014_000000476838.png
val\COCO_val2014_000000476856.jpg	maps\val\COCO_val2014_000000476856.png
val\COCO_val2014_000000477016.jpg	maps\val\COCO_val2014_000000477016.png
val\COCO_val2014_000000477112.jpg	maps\val\COCO_val2014_000000477112.png
val\COCO_val2014_000000477144.jpg	maps\val\COCO_val2014_000000477144.png
val\COCO_val2014_000000477195.jpg	maps\val\COCO_val2014_000000477195.png
val\COCO_val2014_000000478157.jpg	maps\val\COCO_val2014_000000478157.png
val\COCO_val2014_000000478312.jpg	maps\val\COCO_val2014_000000478312.png
val\COCO_val2014_000000478320.jpg	maps\val\COCO_val2014_000000478320.png
val\COCO_val2014_000000478380.jpg	maps\val\COCO_val2014_000000478380.png
val\COCO_val2014_000000478528.jpg	maps\val\COCO_val2014_000000478528.png
val\COCO_val2014_000000478721.jpg	maps\val\COCO_val2014_000000478721.png
val\COCO_val2014_000000478736.jpg	maps\val\COCO_val2014_000000478736.png
val\COCO_val2014_000000478759.jpg	maps\val\COCO_val2014_000000478759.png
val\COCO_val2014_000000478766.jpg	maps\val\COCO_val2014_000000478766.png
val\COCO_val2014_000000478906.jpg	maps\val\COCO_val2014_000000478906.png
val\COCO_val2014_000000479176.jpg	maps\val\COCO_val2014_000000479176.png
val\COCO_val2014_000000479213.jpg	maps\val\COCO_val2014_000000479213.png
val\COCO_val2014_000000479248.jpg	maps\val\COCO_val2014_000000479248.png
val\COCO_val2014_000000479466.jpg	maps\val\COCO_val2014_000000479466.png
val\COCO_val2014_000000479557.jpg	maps\val\COCO_val2014_000000479557.png
val\COCO_val2014_000000479858.jpg	maps\val\COCO_val2014_000000479858.png
val\COCO_val2014_000000479948.jpg	maps\val\COCO_val2014_000000479948.png
val\COCO_val2014_000000480400.jpg	maps\val\COCO_val2014_000000480400.png
val\COCO_val2014_000000480408.jpg	maps\val\COCO_val2014_000000480408.png
val\COCO_val2014_000000480591.jpg	maps\val\COCO_val2014_000000480591.png
val\COCO_val2014_000000480593.jpg	maps\val\COCO_val2014_000000480593.png
val\COCO_val2014_000000480624.jpg	maps\val\COCO_val2014_000000480624.png
val\COCO_val2014_000000480643.jpg	maps\val\COCO_val2014_000000480643.png
val\COCO_val2014_000000480780.jpg	maps\val\COCO_val2014_000000480780.png
val\COCO_val2014_000000481010.jpg	maps\val\COCO_val2014_000000481010.png
val\COCO_val2014_000000481285.jpg	maps\val\COCO_val2014_000000481285.png
val\COCO_val2014_000000481370.jpg	maps\val\COCO_val2014_000000481370.png
val\COCO_val2014_000000481390.jpg	maps\val\COCO_val2014_000000481390.png
val\COCO_val2014_000000481710.jpg	maps\val\COCO_val2014_000000481710.png
val\COCO_val2014_000000482022.jpg	maps\val\COCO_val2014_000000482022.png
val\COCO_val2014_000000482080.jpg	maps\val\COCO_val2014_000000482080.png
val\COCO_val2014_000000482242.jpg	maps\val\COCO_val2014_000000482242.png
val\COCO_val2014_000000482275.jpg	maps\val\COCO_val2014_000000482275.png
val\COCO_val2014_000000482319.jpg	maps\val\COCO_val2014_000000482319.png
val\COCO_val2014_000000482585.jpg	maps\val\COCO_val2014_000000482585.png
val\COCO_val2014_000000482589.jpg	maps\val\COCO_val2014_000000482589.png
val\COCO_val2014_000000482719.jpg	maps\val\COCO_val2014_000000482719.png
val\COCO_val2014_000000483027.jpg	maps\val\COCO_val2014_000000483027.png
val\COCO_val2014_000000483130.jpg	maps\val\COCO_val2014_000000483130.png
val\COCO_val2014_000000483401.jpg	maps\val\COCO_val2014_000000483401.png
val\COCO_val2014_000000483446.jpg	maps\val\COCO_val2014_000000483446.png
val\COCO_val2014_000000483553.jpg	maps\val\COCO_val2014_000000483553.png
val\COCO_val2014_000000484151.jpg	maps\val\COCO_val2014_000000484151.png
val\COCO_val2014_000000484280.jpg	maps\val\COCO_val2014_000000484280.png
val\COCO_val2014_000000484404.jpg	maps\val\COCO_val2014_000000484404.png
val\COCO_val2014_000000484751.jpg	maps\val\COCO_val2014_000000484751.png
val\COCO_val2014_000000485139.jpg	maps\val\COCO_val2014_000000485139.png
val\COCO_val2014_000000485201.jpg	maps\val\COCO_val2014_000000485201.png
val\COCO_val2014_000000485288.jpg	maps\val\COCO_val2014_000000485288.png
val\COCO_val2014_000000485368.jpg	maps\val\COCO_val2014_000000485368.png
val\COCO_val2014_000000485424.jpg	maps\val\COCO_val2014_000000485424.png
val\COCO_val2014_000000485485.jpg	maps\val\COCO_val2014_000000485485.png
val\COCO_val2014_000000485489.jpg	maps\val\COCO_val2014_000000485489.png
val\COCO_val2014_000000485580.jpg	maps\val\COCO_val2014_000000485580.png
val\COCO_val2014_000000485673.jpg	maps\val\COCO_val2014_000000485673.png
val\COCO_val2014_000000485822.jpg	maps\val\COCO_val2014_000000485822.png
val\COCO_val2014_000000485916.jpg	maps\val\COCO_val2014_000000485916.png
val\COCO_val2014_000000485951.jpg	maps\val\COCO_val2014_000000485951.png
val\COCO_val2014_000000486254.jpg	maps\val\COCO_val2014_000000486254.png
val\COCO_val2014_000000486306.jpg	maps\val\COCO_val2014_000000486306.png
val\COCO_val2014_000000486369.jpg	maps\val\COCO_val2014_000000486369.png
val\COCO_val2014_000000486457.jpg	maps\val\COCO_val2014_000000486457.png
val\COCO_val2014_000000486501.jpg	maps\val\COCO_val2014_000000486501.png
val\COCO_val2014_000000486770.jpg	maps\val\COCO_val2014_000000486770.png
val\COCO_val2014_000000486846.jpg	maps\val\COCO_val2014_000000486846.png
val\COCO_val2014_000000486974.jpg	maps\val\COCO_val2014_000000486974.png
val\COCO_val2014_000000487002.jpg	maps\val\COCO_val2014_000000487002.png
val\COCO_val2014_000000487095.jpg	maps\val\COCO_val2014_000000487095.png
val\COCO_val2014_000000487217.jpg	maps\val\COCO_val2014_000000487217.png
val\COCO_val2014_000000487282.jpg	maps\val\COCO_val2014_000000487282.png
val\COCO_val2014_000000487375.jpg	maps\val\COCO_val2014_000000487375.png
val\COCO_val2014_000000487438.jpg	maps\val\COCO_val2014_000000487438.png
val\COCO_val2014_000000487498.jpg	maps\val\COCO_val2014_000000487498.png
val\COCO_val2014_000000487530.jpg	maps\val\COCO_val2014_000000487530.png
val\COCO_val2014_000000487548.jpg	maps\val\COCO_val2014_000000487548.png
val\COCO_val2014_000000487631.jpg	maps\val\COCO_val2014_000000487631.png
val\COCO_val2014_000000487685.jpg	maps\val\COCO_val2014_000000487685.png
val\COCO_val2014_000000487722.jpg	maps\val\COCO_val2014_000000487722.png
val\COCO_val2014_000000487925.jpg	maps\val\COCO_val2014_000000487925.png
val\COCO_val2014_000000488075.jpg	maps\val\COCO_val2014_000000488075.png
val\COCO_val2014_000000488201.jpg	maps\val\COCO_val2014_000000488201.png
val\COCO_val2014_000000488346.jpg	maps\val\COCO_val2014_000000488346.png
val\COCO_val2014_000000488349.jpg	maps\val\COCO_val2014_000000488349.png
val\COCO_val2014_000000488401.jpg	maps\val\COCO_val2014_000000488401.png
val\COCO_val2014_000000488463.jpg	maps\val\COCO_val2014_000000488463.png
val\COCO_val2014_000000488789.jpg	maps\val\COCO_val2014_000000488789.png
val\COCO_val2014_000000488942.jpg	maps\val\COCO_val2014_000000488942.png
val\COCO_val2014_000000488977.jpg	maps\val\COCO_val2014_000000488977.png
val\COCO_val2014_000000489014.jpg	maps\val\COCO_val2014_000000489014.png
val\COCO_val2014_000000489088.jpg	maps\val\COCO_val2014_000000489088.png
val\COCO_val2014_000000489235.jpg	maps\val\COCO_val2014_000000489235.png
val\COCO_val2014_000000489304.jpg	maps\val\COCO_val2014_000000489304.png
val\COCO_val2014_000000489358.jpg	maps\val\COCO_val2014_000000489358.png
val\COCO_val2014_000000489550.jpg	maps\val\COCO_val2014_000000489550.png
val\COCO_val2014_000000489728.jpg	maps\val\COCO_val2014_000000489728.png
val\COCO_val2014_000000489733.jpg	maps\val\COCO_val2014_000000489733.png
val\COCO_val2014_000000489873.jpg	maps\val\COCO_val2014_000000489873.png
val\COCO_val2014_000000490105.jpg	maps\val\COCO_val2014_000000490105.png
val\COCO_val2014_000000490225.jpg	maps\val\COCO_val2014_000000490225.png
val\COCO_val2014_000000490286.jpg	maps\val\COCO_val2014_000000490286.png
val\COCO_val2014_000000490441.jpg	maps\val\COCO_val2014_000000490441.png
val\COCO_val2014_000000490629.jpg	maps\val\COCO_val2014_000000490629.png
val\COCO_val2014_000000490878.jpg	maps\val\COCO_val2014_000000490878.png
val\COCO_val2014_000000490964.jpg	maps\val\COCO_val2014_000000490964.png
val\COCO_val2014_000000491098.jpg	maps\val\COCO_val2014_000000491098.png
val\COCO_val2014_000000491213.jpg	maps\val\COCO_val2014_000000491213.png
val\COCO_val2014_000000491478.jpg	maps\val\COCO_val2014_000000491478.png
val\COCO_val2014_000000491515.jpg	maps\val\COCO_val2014_000000491515.png
val\COCO_val2014_000000491784.jpg	maps\val\COCO_val2014_000000491784.png
val\COCO_val2014_000000491851.jpg	maps\val\COCO_val2014_000000491851.png
val\COCO_val2014_000000491872.jpg	maps\val\COCO_val2014_000000491872.png
val\COCO_val2014_000000492077.jpg	maps\val\COCO_val2014_000000492077.png
val\COCO_val2014_000000492084.jpg	maps\val\COCO_val2014_000000492084.png
val\COCO_val2014_000000492107.jpg	maps\val\COCO_val2014_000000492107.png
val\COCO_val2014_000000492284.jpg	maps\val\COCO_val2014_000000492284.png
val\COCO_val2014_000000492524.jpg	maps\val\COCO_val2014_000000492524.png
val\COCO_val2014_000000492886.jpg	maps\val\COCO_val2014_000000492886.png
val\COCO_val2014_000000492970.jpg	maps\val\COCO_val2014_000000492970.png
val\COCO_val2014_000000493004.jpg	maps\val\COCO_val2014_000000493004.png
val\COCO_val2014_000000493102.jpg	maps\val\COCO_val2014_000000493102.png
val\COCO_val2014_000000493196.jpg	maps\val\COCO_val2014_000000493196.png
val\COCO_val2014_000000493206.jpg	maps\val\COCO_val2014_000000493206.png
val\COCO_val2014_000000493218.jpg	maps\val\COCO_val2014_000000493218.png
val\COCO_val2014_000000493295.jpg	maps\val\COCO_val2014_000000493295.png
val\COCO_val2014_000000493376.jpg	maps\val\COCO_val2014_000000493376.png
val\COCO_val2014_000000493435.jpg	maps\val\COCO_val2014_000000493435.png
val\COCO_val2014_000000493682.jpg	maps\val\COCO_val2014_000000493682.png
val\COCO_val2014_000000493683.jpg	maps\val\COCO_val2014_000000493683.png
val\COCO_val2014_000000493724.jpg	maps\val\COCO_val2014_000000493724.png
val\COCO_val2014_000000493753.jpg	maps\val\COCO_val2014_000000493753.png
val\COCO_val2014_000000493774.jpg	maps\val\COCO_val2014_000000493774.png
val\COCO_val2014_000000493932.jpg	maps\val\COCO_val2014_000000493932.png
val\COCO_val2014_000000494144.jpg	maps\val\COCO_val2014_000000494144.png
val\COCO_val2014_000000494345.jpg	maps\val\COCO_val2014_000000494345.png
val\COCO_val2014_000000494456.jpg	maps\val\COCO_val2014_000000494456.png
val\COCO_val2014_000000494580.jpg	maps\val\COCO_val2014_000000494580.png
val\COCO_val2014_000000494634.jpg	maps\val\COCO_val2014_000000494634.png
val\COCO_val2014_000000494679.jpg	maps\val\COCO_val2014_000000494679.png
val\COCO_val2014_000000494759.jpg	maps\val\COCO_val2014_000000494759.png
val\COCO_val2014_000000494810.jpg	maps\val\COCO_val2014_000000494810.png
val\COCO_val2014_000000494870.jpg	maps\val\COCO_val2014_000000494870.png
val\COCO_val2014_000000494887.jpg	maps\val\COCO_val2014_000000494887.png
val\COCO_val2014_000000494957.jpg	maps\val\COCO_val2014_000000494957.png
val\COCO_val2014_000000495020.jpg	maps\val\COCO_val2014_000000495020.png
val\COCO_val2014_000000495146.jpg	maps\val\COCO_val2014_000000495146.png
val\COCO_val2014_000000495311.jpg	maps\val\COCO_val2014_000000495311.png
val\COCO_val2014_000000495377.jpg	maps\val\COCO_val2014_000000495377.png
val\COCO_val2014_000000495456.jpg	maps\val\COCO_val2014_000000495456.png
val\COCO_val2014_000000495513.jpg	maps\val\COCO_val2014_000000495513.png
val\COCO_val2014_000000495557.jpg	maps\val\COCO_val2014_000000495557.png
val\COCO_val2014_000000495680.jpg	maps\val\COCO_val2014_000000495680.png
val\COCO_val2014_000000495808.jpg	maps\val\COCO_val2014_000000495808.png
val\COCO_val2014_000000495980.jpg	maps\val\COCO_val2014_000000495980.png
val\COCO_val2014_000000496081.jpg	maps\val\COCO_val2014_000000496081.png
val\COCO_val2014_000000496252.jpg	maps\val\COCO_val2014_000000496252.png
val\COCO_val2014_000000496324.jpg	maps\val\COCO_val2014_000000496324.png
val\COCO_val2014_000000496379.jpg	maps\val\COCO_val2014_000000496379.png
val\COCO_val2014_000000496618.jpg	maps\val\COCO_val2014_000000496618.png
val\COCO_val2014_000000496854.jpg	maps\val\COCO_val2014_000000496854.png
val\COCO_val2014_000000496897.jpg	maps\val\COCO_val2014_000000496897.png
val\COCO_val2014_000000496954.jpg	maps\val\COCO_val2014_000000496954.png
val\COCO_val2014_000000497002.jpg	maps\val\COCO_val2014_000000497002.png
val\COCO_val2014_000000497031.jpg	maps\val\COCO_val2014_000000497031.png
val\COCO_val2014_000000497049.jpg	maps\val\COCO_val2014_000000497049.png
val\COCO_val2014_000000497365.jpg	maps\val\COCO_val2014_000000497365.png
val\COCO_val2014_000000497466.jpg	maps\val\COCO_val2014_000000497466.png
val\COCO_val2014_000000497488.jpg	maps\val\COCO_val2014_000000497488.png
val\COCO_val2014_000000497504.jpg	maps\val\COCO_val2014_000000497504.png
val\COCO_val2014_000000497593.jpg	maps\val\COCO_val2014_000000497593.png
val\COCO_val2014_000000497640.jpg	maps\val\COCO_val2014_000000497640.png
val\COCO_val2014_000000497660.jpg	maps\val\COCO_val2014_000000497660.png
val\COCO_val2014_000000497801.jpg	maps\val\COCO_val2014_000000497801.png
val\COCO_val2014_000000498061.jpg	maps\val\COCO_val2014_000000498061.png
val\COCO_val2014_000000498286.jpg	maps\val\COCO_val2014_000000498286.png
val\COCO_val2014_000000498319.jpg	maps\val\COCO_val2014_000000498319.png
val\COCO_val2014_000000498547.jpg	maps\val\COCO_val2014_000000498547.png
val\COCO_val2014_000000498641.jpg	maps\val\COCO_val2014_000000498641.png
val\COCO_val2014_000000498747.jpg	maps\val\COCO_val2014_000000498747.png
val\COCO_val2014_000000498931.jpg	maps\val\COCO_val2014_000000498931.png
val\COCO_val2014_000000499134.jpg	maps\val\COCO_val2014_000000499134.png
val\COCO_val2014_000000499181.jpg	maps\val\COCO_val2014_000000499181.png
val\COCO_val2014_000000499266.jpg	maps\val\COCO_val2014_000000499266.png
val\COCO_val2014_000000499480.jpg	maps\val\COCO_val2014_000000499480.png
val\COCO_val2014_000000499594.jpg	maps\val\COCO_val2014_000000499594.png
val\COCO_val2014_000000499597.jpg	maps\val\COCO_val2014_000000499597.png
val\COCO_val2014_000000499646.jpg	maps\val\COCO_val2014_000000499646.png
val\COCO_val2014_000000499810.jpg	maps\val\COCO_val2014_000000499810.png
val\COCO_val2014_000000499866.jpg	maps\val\COCO_val2014_000000499866.png
val\COCO_val2014_000000500680.jpg	maps\val\COCO_val2014_000000500680.png
val\COCO_val2014_000000500940.jpg	maps\val\COCO_val2014_000000500940.png
val\COCO_val2014_000000501281.jpg	maps\val\COCO_val2014_000000501281.png
val\COCO_val2014_000000501294.jpg	maps\val\COCO_val2014_000000501294.png
val\COCO_val2014_000000501443.jpg	maps\val\COCO_val2014_000000501443.png
val\COCO_val2014_000000501491.jpg	maps\val\COCO_val2014_000000501491.png
val\COCO_val2014_000000501523.jpg	maps\val\COCO_val2014_000000501523.png
val\COCO_val2014_000000501652.jpg	maps\val\COCO_val2014_000000501652.png
val\COCO_val2014_000000501665.jpg	maps\val\COCO_val2014_000000501665.png
val\COCO_val2014_000000501982.jpg	maps\val\COCO_val2014_000000501982.png
val\COCO_val2014_000000502001.jpg	maps\val\COCO_val2014_000000502001.png
val\COCO_val2014_000000502220.jpg	maps\val\COCO_val2014_000000502220.png
val\COCO_val2014_000000502963.jpg	maps\val\COCO_val2014_000000502963.png
val\COCO_val2014_000000502979.jpg	maps\val\COCO_val2014_000000502979.png
val\COCO_val2014_000000503101.jpg	maps\val\COCO_val2014_000000503101.png
val\COCO_val2014_000000503135.jpg	maps\val\COCO_val2014_000000503135.png
val\COCO_val2014_000000503202.jpg	maps\val\COCO_val2014_000000503202.png
val\COCO_val2014_000000503210.jpg	maps\val\COCO_val2014_000000503210.png
val\COCO_val2014_000000503772.jpg	maps\val\COCO_val2014_000000503772.png
val\COCO_val2014_000000503826.jpg	maps\val\COCO_val2014_000000503826.png
val\COCO_val2014_000000503837.jpg	maps\val\COCO_val2014_000000503837.png
val\COCO_val2014_000000503978.jpg	maps\val\COCO_val2014_000000503978.png
val\COCO_val2014_000000504005.jpg	maps\val\COCO_val2014_000000504005.png
val\COCO_val2014_000000504194.jpg	maps\val\COCO_val2014_000000504194.png
val\COCO_val2014_000000504224.jpg	maps\val\COCO_val2014_000000504224.png
val\COCO_val2014_000000504248.jpg	maps\val\COCO_val2014_000000504248.png
val\COCO_val2014_000000504353.jpg	maps\val\COCO_val2014_000000504353.png
val\COCO_val2014_000000504621.jpg	maps\val\COCO_val2014_000000504621.png
val\COCO_val2014_000000504670.jpg	maps\val\COCO_val2014_000000504670.png
val\COCO_val2014_000000504958.jpg	maps\val\COCO_val2014_000000504958.png
val\COCO_val2014_000000505043.jpg	maps\val\COCO_val2014_000000505043.png
val\COCO_val2014_000000505455.jpg	maps\val\COCO_val2014_000000505455.png
val\COCO_val2014_000000505709.jpg	maps\val\COCO_val2014_000000505709.png
val\COCO_val2014_000000505818.jpg	maps\val\COCO_val2014_000000505818.png
val\COCO_val2014_000000505822.jpg	maps\val\COCO_val2014_000000505822.png
val\COCO_val2014_000000505845.jpg	maps\val\COCO_val2014_000000505845.png
val\COCO_val2014_000000505899.jpg	maps\val\COCO_val2014_000000505899.png
val\COCO_val2014_000000505934.jpg	maps\val\COCO_val2014_000000505934.png
val\COCO_val2014_000000506115.jpg	maps\val\COCO_val2014_000000506115.png
val\COCO_val2014_000000506311.jpg	maps\val\COCO_val2014_000000506311.png
val\COCO_val2014_000000506401.jpg	maps\val\COCO_val2014_000000506401.png
val\COCO_val2014_000000506454.jpg	maps\val\COCO_val2014_000000506454.png
val\COCO_val2014_000000506515.jpg	maps\val\COCO_val2014_000000506515.png
val\COCO_val2014_000000506656.jpg	maps\val\COCO_val2014_000000506656.png
val\COCO_val2014_000000506717.jpg	maps\val\COCO_val2014_000000506717.png
val\COCO_val2014_000000506723.jpg	maps\val\COCO_val2014_000000506723.png
val\COCO_val2014_000000506803.jpg	maps\val\COCO_val2014_000000506803.png
val\COCO_val2014_000000506933.jpg	maps\val\COCO_val2014_000000506933.png
val\COCO_val2014_000000507037.jpg	maps\val\COCO_val2014_000000507037.png
val\COCO_val2014_000000507080.jpg	maps\val\COCO_val2014_000000507080.png
val\COCO_val2014_000000507154.jpg	maps\val\COCO_val2014_000000507154.png
val\COCO_val2014_000000507330.jpg	maps\val\COCO_val2014_000000507330.png
val\COCO_val2014_000000507473.jpg	maps\val\COCO_val2014_000000507473.png
val\COCO_val2014_000000507575.jpg	maps\val\COCO_val2014_000000507575.png
val\COCO_val2014_000000507975.jpg	maps\val\COCO_val2014_000000507975.png
val\COCO_val2014_000000508101.jpg	maps\val\COCO_val2014_000000508101.png
val\COCO_val2014_000000508440.jpg	maps\val\COCO_val2014_000000508440.png
val\COCO_val2014_000000508514.jpg	maps\val\COCO_val2014_000000508514.png
val\COCO_val2014_000000508656.jpg	maps\val\COCO_val2014_000000508656.png
val\COCO_val2014_000000508899.jpg	maps\val\COCO_val2014_000000508899.png
val\COCO_val2014_000000508949.jpg	maps\val\COCO_val2014_000000508949.png
val\COCO_val2014_000000508950.jpg	maps\val\COCO_val2014_000000508950.png
val\COCO_val2014_000000509020.jpg	maps\val\COCO_val2014_000000509020.png
val\COCO_val2014_000000509416.jpg	maps\val\COCO_val2014_000000509416.png
val\COCO_val2014_000000510150.jpg	maps\val\COCO_val2014_000000510150.png
val\COCO_val2014_000000510329.jpg	maps\val\COCO_val2014_000000510329.png
val\COCO_val2014_000000510358.jpg	maps\val\COCO_val2014_000000510358.png
val\COCO_val2014_000000510651.jpg	maps\val\COCO_val2014_000000510651.png
val\COCO_val2014_000000510681.jpg	maps\val\COCO_val2014_000000510681.png
val\COCO_val2014_000000510707.jpg	maps\val\COCO_val2014_000000510707.png
val\COCO_val2014_000000510798.jpg	maps\val\COCO_val2014_000000510798.png
val\COCO_val2014_000000510992.jpg	maps\val\COCO_val2014_000000510992.png
val\COCO_val2014_000000511002.jpg	maps\val\COCO_val2014_000000511002.png
val\COCO_val2014_000000511050.jpg	maps\val\COCO_val2014_000000511050.png
val\COCO_val2014_000000511241.jpg	maps\val\COCO_val2014_000000511241.png
val\COCO_val2014_000000511594.jpg	maps\val\COCO_val2014_000000511594.png
val\COCO_val2014_000000511599.jpg	maps\val\COCO_val2014_000000511599.png
val\COCO_val2014_000000511658.jpg	maps\val\COCO_val2014_000000511658.png
val\COCO_val2014_000000511674.jpg	maps\val\COCO_val2014_000000511674.png
val\COCO_val2014_000000511777.jpg	maps\val\COCO_val2014_000000511777.png
val\COCO_val2014_000000512116.jpg	maps\val\COCO_val2014_000000512116.png
val\COCO_val2014_000000512302.jpg	maps\val\COCO_val2014_000000512302.png
val\COCO_val2014_000000512416.jpg	maps\val\COCO_val2014_000000512416.png
val\COCO_val2014_000000512442.jpg	maps\val\COCO_val2014_000000512442.png
val\COCO_val2014_000000512451.jpg	maps\val\COCO_val2014_000000512451.png
val\COCO_val2014_000000512576.jpg	maps\val\COCO_val2014_000000512576.png
val\COCO_val2014_000000512793.jpg	maps\val\COCO_val2014_000000512793.png
val\COCO_val2014_000000512869.jpg	maps\val\COCO_val2014_000000512869.png
val\COCO_val2014_000000512989.jpg	maps\val\COCO_val2014_000000512989.png
val\COCO_val2014_000000513041.jpg	maps\val\COCO_val2014_000000513041.png
val\COCO_val2014_000000513054.jpg	maps\val\COCO_val2014_000000513054.png
val\COCO_val2014_000000513136.jpg	maps\val\COCO_val2014_000000513136.png
val\COCO_val2014_000000513567.jpg	maps\val\COCO_val2014_000000513567.png
val\COCO_val2014_000000513688.jpg	maps\val\COCO_val2014_000000513688.png
val\COCO_val2014_000000513993.jpg	maps\val\COCO_val2014_000000513993.png
val\COCO_val2014_000000514049.jpg	maps\val\COCO_val2014_000000514049.png
val\COCO_val2014_000000514083.jpg	maps\val\COCO_val2014_000000514083.png
val\COCO_val2014_000000514376.jpg	maps\val\COCO_val2014_000000514376.png
val\COCO_val2014_000000514417.jpg	maps\val\COCO_val2014_000000514417.png
val\COCO_val2014_000000514504.jpg	maps\val\COCO_val2014_000000514504.png
val\COCO_val2014_000000514604.jpg	maps\val\COCO_val2014_000000514604.png
val\COCO_val2014_000000514682.jpg	maps\val\COCO_val2014_000000514682.png
val\COCO_val2014_000000514860.jpg	maps\val\COCO_val2014_000000514860.png
val\COCO_val2014_000000515226.jpg	maps\val\COCO_val2014_000000515226.png
val\COCO_val2014_000000515247.jpg	maps\val\COCO_val2014_000000515247.png
val\COCO_val2014_000000515660.jpg	maps\val\COCO_val2014_000000515660.png
val\COCO_val2014_000000515716.jpg	maps\val\COCO_val2014_000000515716.png
val\COCO_val2014_000000515777.jpg	maps\val\COCO_val2014_000000515777.png
val\COCO_val2014_000000515876.jpg	maps\val\COCO_val2014_000000515876.png
val\COCO_val2014_000000516244.jpg	maps\val\COCO_val2014_000000516244.png
val\COCO_val2014_000000516372.jpg	maps\val\COCO_val2014_000000516372.png
val\COCO_val2014_000000516677.jpg	maps\val\COCO_val2014_000000516677.png
val\COCO_val2014_000000516786.jpg	maps\val\COCO_val2014_000000516786.png
val\COCO_val2014_000000516805.jpg	maps\val\COCO_val2014_000000516805.png
val\COCO_val2014_000000516856.jpg	maps\val\COCO_val2014_000000516856.png
val\COCO_val2014_000000516916.jpg	maps\val\COCO_val2014_000000516916.png
val\COCO_val2014_000000517056.jpg	maps\val\COCO_val2014_000000517056.png
val\COCO_val2014_000000517069.jpg	maps\val\COCO_val2014_000000517069.png
val\COCO_val2014_000000517081.jpg	maps\val\COCO_val2014_000000517081.png
val\COCO_val2014_000000517296.jpg	maps\val\COCO_val2014_000000517296.png
val\COCO_val2014_000000517306.jpg	maps\val\COCO_val2014_000000517306.png
val\COCO_val2014_000000518383.jpg	maps\val\COCO_val2014_000000518383.png
val\COCO_val2014_000000518592.jpg	maps\val\COCO_val2014_000000518592.png
val\COCO_val2014_000000518721.jpg	maps\val\COCO_val2014_000000518721.png
val\COCO_val2014_000000518873.jpg	maps\val\COCO_val2014_000000518873.png
val\COCO_val2014_000000519193.jpg	maps\val\COCO_val2014_000000519193.png
val\COCO_val2014_000000519271.jpg	maps\val\COCO_val2014_000000519271.png
val\COCO_val2014_000000519460.jpg	maps\val\COCO_val2014_000000519460.png
val\COCO_val2014_000000519649.jpg	maps\val\COCO_val2014_000000519649.png
val\COCO_val2014_000000519673.jpg	maps\val\COCO_val2014_000000519673.png
val\COCO_val2014_000000519815.jpg	maps\val\COCO_val2014_000000519815.png
val\COCO_val2014_000000520043.jpg	maps\val\COCO_val2014_000000520043.png
val\COCO_val2014_000000520264.jpg	maps\val\COCO_val2014_000000520264.png
val\COCO_val2014_000000520427.jpg	maps\val\COCO_val2014_000000520427.png
val\COCO_val2014_000000520524.jpg	maps\val\COCO_val2014_000000520524.png
val\COCO_val2014_000000520531.jpg	maps\val\COCO_val2014_000000520531.png
val\COCO_val2014_000000520659.jpg	maps\val\COCO_val2014_000000520659.png
val\COCO_val2014_000000520707.jpg	maps\val\COCO_val2014_000000520707.png
val\COCO_val2014_000000520832.jpg	maps\val\COCO_val2014_000000520832.png
val\COCO_val2014_000000520892.jpg	maps\val\COCO_val2014_000000520892.png
val\COCO_val2014_000000520982.jpg	maps\val\COCO_val2014_000000520982.png
val\COCO_val2014_000000521008.jpg	maps\val\COCO_val2014_000000521008.png
val\COCO_val2014_000000521359.jpg	maps\val\COCO_val2014_000000521359.png
val\COCO_val2014_000000521540.jpg	maps\val\COCO_val2014_000000521540.png
val\COCO_val2014_000000521819.jpg	maps\val\COCO_val2014_000000521819.png
val\COCO_val2014_000000522007.jpg	maps\val\COCO_val2014_000000522007.png
val\COCO_val2014_000000522015.jpg	maps\val\COCO_val2014_000000522015.png
val\COCO_val2014_000000522262.jpg	maps\val\COCO_val2014_000000522262.png
val\COCO_val2014_000000522380.jpg	maps\val\COCO_val2014_000000522380.png
val\COCO_val2014_000000522418.jpg	maps\val\COCO_val2014_000000522418.png
val\COCO_val2014_000000522713.jpg	maps\val\COCO_val2014_000000522713.png
val\COCO_val2014_000000522778.jpg	maps\val\COCO_val2014_000000522778.png
val\COCO_val2014_000000522782.jpg	maps\val\COCO_val2014_000000522782.png
val\COCO_val2014_000000522791.jpg	maps\val\COCO_val2014_000000522791.png
val\COCO_val2014_000000522935.jpg	maps\val\COCO_val2014_000000522935.png
val\COCO_val2014_000000523096.jpg	maps\val\COCO_val2014_000000523096.png
val\COCO_val2014_000000523195.jpg	maps\val\COCO_val2014_000000523195.png
val\COCO_val2014_000000523371.jpg	maps\val\COCO_val2014_000000523371.png
val\COCO_val2014_000000523373.jpg	maps\val\COCO_val2014_000000523373.png
val\COCO_val2014_000000523454.jpg	maps\val\COCO_val2014_000000523454.png
